Plasmids	locus_tag(Term)	protein_id(Term)	E-value_1(Term)	E-value_2(Term)	locus_tag(TMP)	protein_id(TMP)	E-value_1(TMP)	E-value_2(TMP)	locus_tag(MCP)	protein_id(MCP)	E-value_1(MCP)	E-value_2(MCP)	locus_tag(ParA)	protein_id(ParA)	E-value_1(ParA)	E-value_2(ParA)	locus_tag(ParM)	protein_id(ParM)	E-value_1(ParM)	E-value_2(ParM)	locus_tag(XerC)	protein_id(XerC)	E-value_1(XerC)	E-value_2(XerC)
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5849	AJG56775.1	1.9e-18	3.9e-07	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5810	AJG56706.1	2.5e-05	0.0029	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5660	AJG56742.1	2.6e-20	5.6e-19	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5832	AJG56682.1	1.9e-06	0.02	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5843	AJG56737.1	5.6e-05	0.0034	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5849	AJG56775.1	4.6e-08	0.0015	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5849	AJG56775.1	4.9e-25	1.7e-11	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5810	AJG56706.1	7.7e-08	4.8e-07	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5849	AJG56775.1	5.3e-07	0.038	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5849	AJG56775.1	1.2e-16	1.9e-07	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5810	AJG56706.1	0.00031	0.0021	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5810	AJG56706.1	5.4e-08	1.6e-07	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5849	AJG56775.1	6.7e-06	0.0097	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	AW22_5660	AJG56742.1	1.6e-11	3.3e-06	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009299.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0306	ACK92776.1	2.2e-12	7.7e-05	-	-	-	-	BCAH820_B0311	ACK92755.1	1.5e-39	1.1e-37
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0085	ACK92943.1	0.00023	0.015	-	-	-	-	BCAH820_B0234	ACK92938.1	1.9e-31	2.5e-31
CP001285.1	-	-	-	-	BCAH820_B0263	ACK92805.1	1.4e-20	1.4e-20	-	-	-	-	BCAH820_B0306	ACK92776.1	1.8e-23	6e-13	-	-	-	-	BCAH820_B0211	ACK92690.1	4.4e-20	5.4e-20
CP001285.1	-	-	-	-	BCAH820_B0135	ACK92644.1	1.7e-07	1.7e-07	-	-	-	-	BCAH820_B0085	ACK92943.1	3e-07	6.1e-07	-	-	-	-	BCAH820_B0033	ACK92925.1	1.5e-16	8.7e-16
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0298	ACK92651.1	7.1e-05	0.0043	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0306	ACK92776.1	4.7e-18	4e-07	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0085	ACK92943.1	0.00077	0.0041	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0216	ACK92694.1	7.6e-21	1.2e-19	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0222	ACK92877.1	9.2e-21	2.1e-19	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0202	ACK92842.1	1.1e-15	5e-14	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0119	ACK92834.1	8.9e-15	3.6e-08	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0167	ACK92706.1	1.1e-14	1.3e-14	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0219	ACK92723.1	6.7e-12	2.9e-11	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0149	ACK92653.1	2.1e-11	5.7e-10	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0306	ACK92776.1	5.2e-08	0.0023	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0306	ACK92776.1	4.2e-26	2.1e-12	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0085	ACK92943.1	1.3e-06	6e-06	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0306	ACK92776.1	5.4e-06	0.13	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0306	ACK92776.1	5.4e-16	5.1e-07	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0085	ACK92943.1	0.00095	0.0072	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0085	ACK92943.1	1.5e-07	2.9e-07	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0306	ACK92776.1	7.4e-06	0.0032	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0222	ACK92877.1	1.6e-12	2.9e-07	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0216	ACK92694.1	2.6e-12	9e-11	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0202	ACK92842.1	5.8e-09	2.2e-07	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0119	ACK92834.1	2.8e-06	0.044	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0167	ACK92706.1	4.6e-05	0.00034	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH820_B0149	ACK92653.1	5.9e-05	0.0062	-	-	-	-	-	-	-	-
CP001285.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
AY129652.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	1.9e-06	1.3e-05	FORC087_624	QDD87407.1	1.5e-06	1.3e-05	FORC087_711	QDD87494.1	0.00036	0.0005	FORC087_643	QDD87426.1	2.6e-18	5.5e-18	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	9e-14	8.2e-13	-	-	-	-	FORC087_711	QDD87494.1	8.9e-83	1e-82	FORC087_643	QDD87426.1	3.2e-35	4.2e-35	-	-	-	-	-	-	-	-
CP029457.1	-	-	-	-	-	-	-	-	FORC087_711	QDD87494.1	0.00089	0.0012	FORC087_643	QDD87426.1	2.4e-17	1.2e-09	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	0.00021	0.0017	-	-	-	-	FORC087_711	QDD87494.1	1.6e-14	2e-14	FORC087_703	QDD87486.1	6.3e-19	4.2e-17	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	0.00022	0.0023	-	-	-	-	FORC087_711	QDD87494.1	1.8e-08	2.2e-08	FORC087_643	QDD87426.1	1.8e-19	2.6e-19	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	6.5e-149	8e-149	-	-	-	-	FORC087_711	QDD87494.1	0.00011	0.00014	FORC087_643	QDD87426.1	4.9e-36	6.1e-36	-	-	-	-	-	-	-	-
CP029457.1	FORC087_706	QDD87489.1	1.2e-66	6.8e-59	FORC087_663	QDD87446.1	0.0001	0.00012	-	-	-	-	FORC087_643	QDD87426.1	1.4e-12	2.2e-12	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	1.6e-30	2.4e-30	-	-	-	-	-	-	-	-	FORC087_643	QDD87426.1	2.8e-16	3.3e-16	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	3.3e-05	0.00025	-	-	-	-	-	-	-	-	FORC087_643	QDD87426.1	4.5e-06	9.9e-06	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	8.7e-09	0.00014	-	-	-	-	-	-	-	-	FORC087_643	QDD87426.1	1.5e-20	1.5e-19	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	1.6e-33	2.6e-33	-	-	-	-	-	-	-	-	FORC087_643	QDD87426.1	1.1e-18	3.2e-18	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	2.9e-36	8e-36	-	-	-	-	-	-	-	-	FORC087_643	QDD87426.1	7.5e-08	4.4e-06	-	-	-	-	-	-	-	-
CP029457.1	FORC087_706	QDD87489.1	6.2e-14	6.2e-14	-	-	-	-	-	-	-	-	FORC087_703	QDD87486.1	2.3e-09	1.4e-07	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	5e-133	5.6e-133	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP029457.1	FORC087_707	QDD87490.1	1.2e-129	1.5e-129	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP023182.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	B2J90_29895	ARO21624.1	0.00011	0.0033	-	-	-	-	B2J90_30270	ARO21687.1	2e-39	1.8e-37
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	B2J90_29895	ARO21624.1	1.3e-09	2.7e-09	-	-	-	-	B2J90_30455	ARO21719.1	5.1e-18	8.8e-18
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	B2J90_29895	ARO21624.1	1.3e-05	0.0026	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	B2J90_30185	ARO21675.1	2.9e-15	2.6e-08	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	B2J90_30050	ARO21759.1	0.00043	0.00057	-	-	-	-	B2J90_29895	ARO21624.1	3.2e-07	1.9e-06	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	B2J90_29895	ARO21624.1	0.001	0.0046	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	B2J90_29895	ARO21624.1	2.2e-07	7.6e-07	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	B2J90_30185	ARO21675.1	6.4e-08	0.00079	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP020940.1	-	-	-	-	B2J90_30000	ARO21645.1	9e-07	9e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0113	ACJ82678.1	0.00021	0.013	-	-	-	-	BCAH187_C0261	ACJ82836.1	8.9e-40	6.5e-38
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0113	ACJ82678.1	2.7e-07	5.3e-07	-	-	-	-	BCAH187_C0189	ACJ82775.1	1.1e-34	1.5e-34
CP001179.1	-	-	-	-	BCAH187_C0045	ACJ82639.1	1.3e-12	1.6e-12	-	-	-	-	BCAH187_C0113	ACJ82678.1	0.00065	0.0031	-	-	-	-	BCAH187_C0056	ACJ82699.1	3.1e-19	5.8e-19
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	BCAH187_C0045	ACJ82639.1	2e-13	2e-13	-	-	-	-	BCAH187_C0204	ACJ82812.1	2.6e-20	5.6e-19	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0206	ACJ82762.1	7e-19	1.5e-17	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0233	ACJ82659.1	1.1e-15	5e-14	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0149	ACJ82860.1	1.5e-14	6.1e-08	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0216	ACJ82840.1	4.9e-12	6.2e-12	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	BCAH187_C0169	ACJ82677.1	1.7e-07	1.7e-07	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0113	ACJ82678.1	6.9e-07	3e-06	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0113	ACJ82678.1	0.00085	0.0064	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0113	ACJ82678.1	1.4e-07	2.7e-07	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0204	ACJ82812.1	1.6e-11	3.3e-06	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0206	ACJ82762.1	2e-11	1.1e-09	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0233	ACJ82659.1	5.8e-09	2.2e-07	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0149	ACJ82860.1	5.4e-06	0.044	-	-	-	-	-	-	-	-
CP001179.1	-	-	-	-	-	-	-	-	-	-	-	-	BCAH187_C0216	ACJ82840.1	0.00089	0.0022	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0147	ACI30241.1	9.5e-05	0.0052	-	-	-	-	BCH308197_A0020	ACI30289.1	8.9e-40	6.5e-38
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0147	ACI30241.1	2.7e-07	5.7e-07	-	-	-	-	BCH308197_A0072	ACI30250.1	1.1e-34	1.5e-34
CP001166.1	-	-	-	-	BCH308197_A0213	ACI30314.1	1.3e-12	1.6e-12	-	-	-	-	BCH308197_A0147	ACI30241.1	0.00064	0.0039	-	-	-	-	BCH308197_A0045	ACI30405.1	4.4e-20	5.4e-20
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0040	ACI30251.1	4.4e-21	6.6e-20	-	-	-	-	BCH308197_A0203	ACI30382.1	3.1e-19	5.8e-19
CP001166.1	-	-	-	-	BCH308197_A0213	ACI30314.1	2e-13	2e-13	-	-	-	-	BCH308197_A0054	ACI30362.1	8.8e-16	4e-14	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0111	ACI30432.1	1.5e-14	6.1e-08	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0037	ACI30253.1	1e-11	5.1e-11	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0147	ACI30241.1	8.3e-07	3.5e-06	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	BCH308197_A0091	ACI30295.1	1.7e-07	1.7e-07	-	-	-	-	BCH308197_A0147	ACI30241.1	0.00078	0.0072	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0147	ACI30241.1	3e-07	9.3e-07	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0040	ACI30251.1	2.8e-12	9.9e-11	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0054	ACI30362.1	4.7e-09	1.8e-07	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	BCH308197_A0111	ACI30432.1	5.4e-06	0.044	-	-	-	-	-	-	-	-
CP001166.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009970.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009969.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BF28_6022	AJI31699.1	2.1e-09	2.6e-09
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5691	AJI08907.1	1.3e-26	1.6e-21
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5668	AJI08934.1	2.9e-26	9.5e-25
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5774	AJI08944.1	2.3e-19	8.1e-18	-	-	-	-	AK40_5744	AJI08773.1	1.9e-25	2.7e-25
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5713	AJI08726.1	1.8e-23	2.3e-17
CP009639.1	-	-	-	-	AK40_5534	AJI08698.1	1.4e-06	1.4e-06	-	-	-	-	AK40_5774	AJI08944.1	1.2e-09	9.4e-08	-	-	-	-	AK40_5690	AJI08962.1	2.1e-16	3.5e-16
CP009639.1	-	-	-	-	AK40_5536	AJI08884.1	2.9e-13	2.9e-13	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5667	AJI08834.1	3.8e-16	8.7e-16
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5501	AJI08699.1	6.7e-10	7.4e-07
CP009639.1	-	-	-	-	AK40_5536	AJI08884.1	0.001	0.001	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5527	AJI08917.1	2e-05	5.5e-05
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	AK40_5500	AJI08861.1	0.00026	0.00068
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009639.1	-	-	-	-	AK40_5536	AJI08884.1	2.1e-17	2.1e-17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009639.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	AS54_5555	AJG51186.1	6.7e-05	0.0036	-	-	-	-	AS54_5637	AJG51256.1	7.1e-40	4.6e-38
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	AS54_5555	AJG51186.1	7.5e-08	1.4e-07	-	-	-	-	AS54_5655	AJG51179.1	6e-33	7.8e-33
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	AS54_5555	AJG51186.1	0.00058	0.0041	-	-	-	-	AS54_5594	AJG51281.1	4.1e-18	7.9e-18
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	AS54_5515	AJG51320.1	0.0005	0.00066	-	-	-	-	AS54_5555	AJG51186.1	1.7e-06	7.9e-06	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	AS54_5555	AJG51186.1	1.3e-07	3.1e-07	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	AS54_5531	AJG51243.1	4.2e-06	4.2e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP009317.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	BCA_A0065	ACO25775.1	6.7e-05	0.0036	-	-	-	-	BCA_A0187	ACO25774.1	7.1e-40	4.6e-38
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	BCA_A0065	ACO25775.1	7.5e-08	1.4e-07	-	-	-	-	BCA_A0164	ACO25786.1	6e-33	7.8e-33
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	BCA_A0065	ACO25775.1	0.00058	0.0041	-	-	-	-	BCA_A0024	ACO25817.1	4.1e-18	7.9e-18
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	BCA_A0107	ACO25675.1	0.00043	0.00057	-	-	-	-	BCA_A0065	ACO25775.1	1.7e-06	7.9e-06	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	BCA_A0065	ACO25775.1	1.3e-07	3.1e-07	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	BCA_A0089	ACO25816.1	4.2e-06	4.2e-06	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP001406.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
CP000228.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BCQ_PI174	ACM15908.1	5.1e-42	6.5e-42
CP000228.1	-	-	-	-	-	-	-	-	-	-	-	-	BCQ_PI155	ACM15889.1	3.8e-21	5e-21	-	-	-	-	BCQ_PI086	ACM15820.1	7.1e-37	2.3e-35
CP000228.1	-	-	-	-	-	-	-	-	-	-	-	-	BCQ_PI056	ACM15790.1	8.6e-18	1.5e-16	-	-	-	-	BCQ_PI059	ACM15793.1	3.6e-34	4.5e-34
CP000228.1	-	-	-	-	BCQ_PI142	ACM15876.1	1.7e-12	2e-12	-	-	-	-	BCQ_PI072	ACM15806.1	4.8e-17	7.6e-16	-	-	-	-	BCQ_PI019	ACM15753.1	5.5e-17	2.8e-16
CP000228.1	-	-	-	-	-	-	-	-	-	-	-	-	BCQ_PI182	ACM15916.1	6.4e-14	8.1e-14	-	-	-	-	-	-	-	-
CP000228.1	-	-	-	-	BCQ_PI142	ACM15876.1	6e-14	7.5e-14	-	-	-	-	BCQ_PI056	ACM15790.1	1e-09	8.7e-08	-	-	-	-	-	-	-	-
CP000228.1	-	-	-	-	-	-	-	-	-	-	-	-	BCQ_PI155	ACM15889.1	3.8e-09	4.8e-09	-	-	-	-	-	-	-	-
CP000228.1	-	-	-	-	-	-	-	-	-	-	-	-	BCQ_PI072	ACM15806.1	6.3e-07	1.5e-06	-	-	-	-	-	-	-	-
CP000228.1	-	-	-	-	-	-	-	-	-	-	-	-	BCQ_PI182	ACM15916.1	0.0005	0.004	-	-	-	-	-	-	-	-
ABDM02000062.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BC03BB108_B0310	EDX60072.1	2.9e-26	9.5e-25
ABDM02000062.1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	BC03BB108_B0001	EDX59899.1	1.1e-25	2.3e-23
ABDM02000062.1	-	-	-	-	-	-	-	-	-	-	-	-	BC03BB108_B0083	EDX59783.1	2.3e-19	8.1e-18	-	-	-	-	BC03BB108_B0052	EDX59988.1	1.9e-25	2.7e-25
ABDM02000062.1	-	-	-	-	BC03BB108_B0180	EDX59820.1	1.4e-06	1.4e-06	-	-	-	-	-	-	-	-	-	-	-	-	BC03BB108_B0020	EDX59862.1	2.3e-23	2.9e-17
ABDM02000062.1	-	-	-	-	BC03BB108_B0182	EDX60000.1	2.9e-13	2.9e-13	-	-	-	-	BC03BB108_B0083	EDX59783.1	1.2e-09	9.4e-08	-	-	-	-	BC03BB108_B0019	EDX59790.1	4e-18	3.1e-16
